rank,node_id,node_group,score,label,pred_above_threshold,attacks,incident_edges,responsible_loss,score_minus_responsible_loss,operation,event_uuid,time_raw,time_eastern,window,target_role,srcnode,dstnode,src_type,dst_type,type_pair,node_label_text,src_label,dst_label,score_band
440,2430703,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,F18C3169-0F76-5315-B4D9-E5EC220D7B6D,1523550943156302894,2018-04-12 12:35:43.156303 EDT,2018-04-12 12:25:26.486319050~2018-04-12 12:40:57.746298690,src,2430703,353525,file,subject,file->subject,node 2430703,node 2430703,node 353525,threshold to coverage (9.821-16.528)
441,2429295,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,FFB27D5A-0D84-5A09-A0CD-C0A6F5B1E960,1523550280476320938,2018-04-12 12:24:40.476321 EDT,2018-04-12 12:10:18.176343258~2018-04-12 12:25:26.426321235,src,2429295,353384,file,subject,file->subject,node 2429295,node 2429295,node 353384,threshold to coverage (9.821-16.528)
442,2427683,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,D4E57FCD-D324-5CC7-8414-3AE15EACDB90,1523549566126334933,2018-04-12 12:12:46.126335 EDT,2018-04-12 12:10:18.176343258~2018-04-12 12:25:26.426321235,src,2427683,353210,file,subject,file->subject,node 2427683,node 2427683,node 353210,threshold to coverage (9.821-16.528)
443,2426230,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,B3141678-2570-591D-B67B-C0F22B15A8B5,1523548883046349815,2018-04-12 12:01:23.046350 EDT,2018-04-12 11:54:11.526361744~2018-04-12 12:10:18.176343258,src,2426230,353072,file,subject,file->subject,node 2426230,node 2426230,node 353072,threshold to coverage (9.821-16.528)
444,2425617,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,C32E31B7-F1F1-5D0A-BBB2-2143F13405EF,1523548639456355690,2018-04-12 11:57:19.456356 EDT,2018-04-12 11:54:11.526361744~2018-04-12 12:10:18.176343258,src,2425617,352990,file,subject,file->subject,node 2425617,node 2425617,node 352990,threshold to coverage (9.821-16.528)
445,2425006,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,BFE7FF88-7783-5366-B90C-9B78DFA8AE56,1523548367406362313,2018-04-12 11:52:47.406362 EDT,2018-04-12 11:39:01.286378765~2018-04-12 11:54:11.446358030,src,2425006,352906,file,subject,file->subject,node 2425006,node 2425006,node 352906,threshold to coverage (9.821-16.528)
446,2424321,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,7802CC79-8C42-5B6B-AE13-664419931BD2,1523548050266369136,2018-04-12 11:47:30.266369 EDT,2018-04-12 11:39:01.286378765~2018-04-12 11:54:11.446358030,src,2424321,352846,file,subject,file->subject,node 2424321,node 2424321,node 352846,threshold to coverage (9.821-16.528)
447,2424218,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,84FB6EFA-3A51-53A9-8494-C5FCD4C9305F,1523548009336369794,2018-04-12 11:46:49.336370 EDT,2018-04-12 11:39:01.286378765~2018-04-12 11:54:11.446358030,src,2424218,352828,file,subject,file->subject,node 2424218,node 2424218,node 352828,threshold to coverage (9.821-16.528)
448,2424044,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,F3419110-BAFF-5291-9418-1AA0CD06712E,1523547943256371160,2018-04-12 11:45:43.256371 EDT,2018-04-12 11:39:01.286378765~2018-04-12 11:54:11.446358030,src,2424044,352810,file,subject,file->subject,node 2424044,node 2424044,node 352810,threshold to coverage (9.821-16.528)
449,2423358,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,D39ACF30-50B7-5BC0-9FB6-39BCFDCD1464,1523547627906378685,2018-04-12 11:40:27.906379 EDT,2018-04-12 11:39:01.286378765~2018-04-12 11:54:11.446358030,src,2423358,352732,file,subject,file->subject,node 2423358,node 2423358,node 352732,threshold to coverage (9.821-16.528)
450,2423158,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,5D77959C-50CA-5B02-81AB-2426E28D3EF5,1523547540816383363,2018-04-12 11:39:00.816383 EDT,2018-04-12 11:23:49.206401026~2018-04-12 11:39:01.286378765,src,2423158,352702,file,subject,file->subject,node 2423158,node 2423158,node 352702,threshold to coverage (9.821-16.528)
451,2422158,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,5D577013-63C0-5EB8-ABEF-C76D2FAD80AA,1523547144726394685,2018-04-12 11:32:24.726395 EDT,2018-04-12 11:23:49.206401026~2018-04-12 11:39:01.286378765,src,2422158,352585,file,subject,file->subject,node 2422158,node 2422158,node 352585,threshold to coverage (9.821-16.528)
452,2421018,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,7D95DCF4-4D4E-5287-A42B-1AF14D5F6C34,1523546652306399673,2018-04-12 11:24:12.306400 EDT,2018-04-12 11:23:49.206401026~2018-04-12 11:39:01.286378765,src,2421018,352470,file,subject,file->subject,node 2421018,node 2421018,node 352470,threshold to coverage (9.821-16.528)
453,2420136,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,7FC2D4D2-C7C0-5B46-B947-689B42795A0F,1523546315796408820,2018-04-12 11:18:35.796409 EDT,2018-04-12 11:07:53.916423733~2018-04-12 11:23:49.206401026,src,2420136,352353,file,subject,file->subject,node 2420136,node 2420136,node 352353,threshold to coverage (9.821-16.528)
454,2419969,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,919000DD-85AD-54C1-90D4-42043386D736,1523546252146410842,2018-04-12 11:17:32.146411 EDT,2018-04-12 11:07:53.916423733~2018-04-12 11:23:49.206401026,src,2419969,352325,file,subject,file->subject,node 2419969,node 2419969,node 352325,threshold to coverage (9.821-16.528)
455,2418883,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,AF2D104E-F989-5FF7-81EF-6498E44C1198,1523545793186419883,2018-04-12 11:09:53.186420 EDT,2018-04-12 11:07:53.916423733~2018-04-12 11:23:49.206401026,src,2418883,352206,file,subject,file->subject,node 2418883,node 2418883,node 352206,threshold to coverage (9.821-16.528)
456,2418620,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,E5AC4882-776A-58E8-8177-77E0C89A492C,1523545674136421763,2018-04-12 11:07:54.136422 EDT,2018-04-12 11:07:53.916423733~2018-04-12 11:23:49.206401026,src,2418620,352177,file,subject,file->subject,node 2418620,node 2418620,node 352177,threshold to coverage (9.821-16.528)
457,2416993,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,15823DBD-FEB7-53C8-8152-5508E99B4451,1523544948356440245,2018-04-12 10:55:48.356440 EDT,2018-04-12 10:51:49.026446039~2018-04-12 11:07:53.916423733,src,2416993,351989,file,subject,file->subject,node 2416993,node 2416993,node 351989,threshold to coverage (9.821-16.528)
458,2413531,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,91AAD854-5AF7-5A8A-BC4D-F16D9BAEB911,1523543608176468247,2018-04-12 10:33:28.176468 EDT,2018-04-12 10:21:24.146483992~2018-04-12 10:36:33.916464626,src,2413531,351544,file,subject,file->subject,node 2413531,node 2413531,node 351544,threshold to coverage (9.821-16.528)
459,2412545,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,BD9F6A05-6BDE-5DF0-9064-2C671CFEEE48,1523543154666478330,2018-04-12 10:25:54.666478 EDT,2018-04-12 10:21:24.146483992~2018-04-12 10:36:33.916464626,src,2412545,351442,file,subject,file->subject,node 2412545,node 2412545,node 351442,threshold to coverage (9.821-16.528)
460,2412393,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,A07DB61F-DBD2-5BB8-9719-7AF9294281B2,1523543090866480598,2018-04-12 10:24:50.866481 EDT,2018-04-12 10:21:24.146483992~2018-04-12 10:36:33.916464626,src,2412393,351422,file,subject,file->subject,node 2412393,node 2412393,node 351422,threshold to coverage (9.821-16.528)
461,2411636,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,0C98C8C8-6C0E-5D97-8712-4E655604FB73,1523542739386488565,2018-04-12 10:18:59.386489 EDT,2018-04-12 10:05:22.446504273~2018-04-12 10:21:24.146483992,src,2411636,351339,file,subject,file->subject,node 2411636,node 2411636,node 351339,threshold to coverage (9.821-16.528)
462,2411299,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,59839A2B-37EB-54EC-A5A9-9277E8521AC3,1523542585656492674,2018-04-12 10:16:25.656493 EDT,2018-04-12 10:05:22.446504273~2018-04-12 10:21:24.146483992,src,2411299,351306,file,subject,file->subject,node 2411299,node 2411299,node 351306,threshold to coverage (9.821-16.528)
463,2410702,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,B53E4650-F7D1-55F4-93A4-59B2ECE950CE,1523542310726500756,2018-04-12 10:11:50.726501 EDT,2018-04-12 10:05:22.446504273~2018-04-12 10:21:24.146483992,src,2410702,351245,file,subject,file->subject,node 2410702,node 2410702,node 351245,threshold to coverage (9.821-16.528)
464,2410403,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,E55EA6C8-F2D9-51E4-8FF4-3A51E23F4699,1523542184286503363,2018-04-12 10:09:44.286503 EDT,2018-04-12 10:05:22.446504273~2018-04-12 10:21:24.146483992,src,2410403,351202,file,subject,file->subject,node 2410403,node 2410403,node 351202,threshold to coverage (9.821-16.528)
465,2410120,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,5B9D5C6F-ACEF-5795-9B12-C0497BC24DF9,1523542054466502547,2018-04-12 10:07:34.466502 EDT,2018-04-12 10:05:22.446504273~2018-04-12 10:21:24.146483992,src,2410120,351174,file,subject,file->subject,node 2410120,node 2410120,node 351174,threshold to coverage (9.821-16.528)
466,2410069,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,E5731325-DC61-578F-84FF-531A82E37BA9,1523542041246510767,2018-04-12 10:07:21.246511 EDT,2018-04-12 10:05:22.446504273~2018-04-12 10:21:24.146483992,src,2410069,351165,file,subject,file->subject,node 2410069,node 2410069,node 351165,threshold to coverage (9.821-16.528)
467,2409915,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,F352ECCB-FDE4-57BB-AF44-F10D44068ADA,1523541977966504350,2018-04-12 10:06:17.966504 EDT,2018-04-12 10:05:22.446504273~2018-04-12 10:21:24.146483992,src,2409915,351137,file,subject,file->subject,node 2409915,node 2409915,node 351137,threshold to coverage (9.821-16.528)
468,2409080,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,CD547BC7-203C-5C1B-B50A-0C035015F840,1523541666916511762,2018-04-12 10:01:06.916512 EDT,2018-04-12 09:50:10.576527017~2018-04-12 10:05:22.446504273,src,2409080,351033,file,subject,file->subject,node 2409080,node 2409080,node 351033,threshold to coverage (9.821-16.528)
469,2408490,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,F25DBFF1-C26F-5EF6-8EA3-E16BF11D8B1D,1523541442706515791,2018-04-12 09:57:22.706516 EDT,2018-04-12 09:50:10.576527017~2018-04-12 10:05:22.446504273,src,2408490,350942,file,subject,file->subject,node 2408490,node 2408490,node 350942,threshold to coverage (9.821-16.528)
470,2408171,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,F470B6C6-11DB-5804-A744-A7E4E2A2BB4F,1523541307886522806,2018-04-12 09:55:07.886523 EDT,2018-04-12 09:50:10.576527017~2018-04-12 10:05:22.446504273,src,2408171,350899,file,subject,file->subject,node 2408171,node 2408171,node 350899,threshold to coverage (9.821-16.528)
471,2407932,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,44439CA8-1C9C-5D11-A23F-C9DFFC267724,1523541204446523934,2018-04-12 09:53:24.446524 EDT,2018-04-12 09:50:10.576527017~2018-04-12 10:05:22.446504273,src,2407932,350862,file,subject,file->subject,node 2407932,node 2407932,node 350862,threshold to coverage (9.821-16.528)
472,2407185,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,3D183846-94C5-5AAD-AD9B-2F4436A448C2,1523540857256530165,2018-04-12 09:47:37.256530 EDT,2018-04-12 09:34:00.316546611~2018-04-12 09:50:10.566528539,src,2407185,350792,file,subject,file->subject,node 2407185,node 2407185,node 350792,threshold to coverage (9.821-16.528)
473,2407034,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,FCF58BDB-3CD5-5304-B786-E036AE2FF687,1523540794636529923,2018-04-12 09:46:34.636530 EDT,2018-04-12 09:34:00.316546611~2018-04-12 09:50:10.566528539,src,2407034,350769,file,subject,file->subject,node 2407034,node 2407034,node 350769,threshold to coverage (9.821-16.528)
474,2406297,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,5C2F8FEE-80E4-5AD0-84B3-78EEF0AACBF2,1523540564556535249,2018-04-12 09:42:44.556535 EDT,2018-04-12 09:34:00.316546611~2018-04-12 09:50:10.566528539,src,2406297,350652,file,subject,file->subject,node 2406297,node 2406297,node 350652,threshold to coverage (9.821-16.528)
475,2405321,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,9CCFC2F9-B093-56F9-AC8B-D925633FA6DB,1523540152976543182,2018-04-12 09:35:52.976543 EDT,2018-04-12 09:34:00.316546611~2018-04-12 09:50:10.566528539,src,2405321,350554,file,subject,file->subject,node 2405321,node 2405321,node 350554,threshold to coverage (9.821-16.528)
476,2404814,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,0EAF2B3F-C933-5B6C-A091-FC6973E42634,1523539915406550310,2018-04-12 09:31:55.406550 EDT,2018-04-12 09:18:55.226567702~2018-04-12 09:34:00.316546611,src,2404814,350490,file,subject,file->subject,node 2404814,node 2404814,node 350490,threshold to coverage (9.821-16.528)
477,2404205,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,7C08F856-9EC5-5E43-B66C-CC00EE032352,1523539697266554368,2018-04-12 09:28:17.266554 EDT,2018-04-12 09:18:55.226567702~2018-04-12 09:34:00.316546611,src,2404205,350421,file,subject,file->subject,node 2404205,node 2404205,node 350421,threshold to coverage (9.821-16.528)
478,2403676,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,79AE11D8-D2FE-52DB-8F85-99E05D5A0BAE,1523539503066560382,2018-04-12 09:25:03.066560 EDT,2018-04-12 09:18:55.226567702~2018-04-12 09:34:00.316546611,src,2403676,350358,file,subject,file->subject,node 2403676,node 2403676,node 350358,threshold to coverage (9.821-16.528)
479,2402915,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,A6F18D32-EAED-5C53-ADF7-DAF653BE4F5B,1523539150226565731,2018-04-12 09:19:10.226566 EDT,2018-04-12 09:18:55.226567702~2018-04-12 09:34:00.316546611,src,2402915,350272,file,subject,file->subject,node 2402915,node 2402915,node 350272,threshold to coverage (9.821-16.528)
480,2402870,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,B72124F8-146F-5AF0-AF12-EBAF7EC230B0,1523539137896567388,2018-04-12 09:18:57.896567 EDT,2018-04-12 09:18:55.226567702~2018-04-12 09:34:00.316546611,src,2402870,350264,file,subject,file->subject,node 2402870,node 2402870,node 350264,threshold to coverage (9.821-16.528)
481,2402657,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,9AE78ECC-F0FF-55BC-B477-033EBF9A18F1,1523539044086578917,2018-04-12 09:17:24.086579 EDT,2018-04-12 09:02:53.316590419~2018-04-12 09:18:55.146571292,src,2402657,350233,file,subject,file->subject,node 2402657,node 2402657,node 350233,threshold to coverage (9.821-16.528)
482,2402570,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,B10EBFD3-B59C-5738-8222-FE88656FC428,1523539012186570507,2018-04-12 09:16:52.186570 EDT,2018-04-12 09:02:53.316590419~2018-04-12 09:18:55.146571292,src,2402570,350219,file,subject,file->subject,node 2402570,node 2402570,node 350219,threshold to coverage (9.821-16.528)
483,2402416,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,011ABEBD-89D1-5C1B-8086-9AE465313798,1523538954966569743,2018-04-12 09:15:54.966570 EDT,2018-04-12 09:02:53.316590419~2018-04-12 09:18:55.146571292,src,2402416,350207,file,subject,file->subject,node 2402416,node 2402416,node 350207,threshold to coverage (9.821-16.528)
484,2401252,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,221D07A3-0957-5E89-BE11-114DD0756A56,1523538446256583547,2018-04-12 09:07:26.256583 EDT,2018-04-12 09:02:53.316590419~2018-04-12 09:18:55.146571292,src,2401252,350067,file,subject,file->subject,node 2401252,node 2401252,node 350067,threshold to coverage (9.821-16.528)
485,2400580,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,915DF667-534E-5D51-BE43-F2EA47013B3F,1523538138736590935,2018-04-12 09:02:18.736591 EDT,2018-04-12 08:47:40.456610532~2018-04-12 09:02:48.286590338,src,2400580,350000,file,subject,file->subject,node 2400580,node 2400580,node 350000,threshold to coverage (9.821-16.528)
486,2400491,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,3D8D0EF4-BEA2-59EE-A37E-7578AF83C058,1523538105056599575,2018-04-12 09:01:45.056600 EDT,2018-04-12 08:47:40.456610532~2018-04-12 09:02:48.286590338,src,2400491,349985,file,subject,file->subject,node 2400491,node 2400491,node 349985,threshold to coverage (9.821-16.528)
487,2392163,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,E8A7CEC0-1023-5859-8363-35EF6545038A,1523534339856675205,2018-04-12 07:58:59.856675 EDT,2018-04-12 07:46:10.996694653~2018-04-12 08:01:13.296672031,src,2392163,349092,file,subject,file->subject,node 2392163,node 2392163,node 349092,threshold to coverage (9.821-16.528)
488,2390537,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,F70B90F3-7880-5A67-8E2E-D9805270C6C4,1523533570796691663,2018-04-12 07:46:10.796692 EDT,2018-04-12 07:30:22.316713626~2018-04-12 07:46:10.976691955,src,2390537,348943,file,subject,file->subject,node 2390537,node 2390537,node 348943,threshold to coverage (9.821-16.528)
489,2389061,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,2D4CC17F-EBE7-56FD-97BE-690E4777DB11,1523532881646707285,2018-04-12 07:34:41.646707 EDT,2018-04-12 07:30:22.316713626~2018-04-12 07:46:10.976691955,src,2389061,348798,file,subject,file->subject,node 2389061,node 2389061,node 348798,threshold to coverage (9.821-16.528)
490,2387971,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,4C514526-098F-5932-A262-481A64F7B6E8,1523532370056722599,2018-04-12 07:26:10.056723 EDT,2018-04-12 07:14:50.746734259~2018-04-12 07:30:22.316713626,src,2387971,348687,file,subject,file->subject,node 2387971,node 2387971,node 348687,threshold to coverage (9.821-16.528)
491,2387092,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,414C5EBD-CBF8-53E1-A209-887374AA1964,1523531964966729550,2018-04-12 07:19:24.966730 EDT,2018-04-12 07:14:50.746734259~2018-04-12 07:30:22.316713626,src,2387092,348593,file,subject,file->subject,node 2387092,node 2387092,node 348593,threshold to coverage (9.821-16.528)
492,2386421,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,0EC0CBBD-652F-5D02-A714-C733C4492335,1523531669096734425,2018-04-12 07:14:29.096735 EDT,2018-04-12 06:59:48.526754654~2018-04-12 07:14:50.746734259,src,2386421,348523,file,subject,file->subject,node 2386421,node 2386421,node 348523,threshold to coverage (9.821-16.528)
493,2384416,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,9D7DAC1B-227B-50A2-BEA7-48C73E81FFFD,1523530835326756068,2018-04-12 07:00:35.326756 EDT,2018-04-12 06:59:48.526754654~2018-04-12 07:14:50.746734259,src,2384416,348302,file,subject,file->subject,node 2384416,node 2384416,node 348302,threshold to coverage (9.821-16.528)
494,2316833,FP_above_threshold,10.641149521,0,1,,1,10.641149521,0.000000000,EVENT_RECVMSG,3CFD73CD-B115-5A44-85B9-C572FFBBC257,1523500748087425343,2018-04-11 22:39:08.087425 EDT,2018-04-11 22:33:35.827432637~2018-04-11 22:48:43.997412917,src,2316833,341999,file,subject,file->subject,node 2316833,node 2316833,node 341999,threshold to coverage (9.821-16.528)
